2021/04/04 - 03:50;90
2021/04/04 - 03:55;75
2021/04/04 - 04:00;106
2021/04/04 - 04:05;83
2021/04/04 - 04:10;74
2021/04/04 - 04:15;106
2021/04/04 - 04:20;103
2021/04/04 - 04:25;77
2021/04/04 - 04:30;94
2021/04/04 - 04:35;67
2021/04/04 - 04:40;85
2021/04/04 - 04:45;90
2021/04/04 - 04:50;72
2021/04/04 - 04:55;78
2021/04/04 - 05:00;73
2021/04/04 - 05:05;90
2021/04/04 - 05:10;86
2021/04/04 - 05:15;106
2021/04/04 - 05:20;121
2021/04/04 - 05:25;96
2021/04/04 - 05:30;81
2021/04/04 - 05:35;78
2021/04/04 - 05:40;71
2021/04/04 - 05:45;93
2021/04/04 - 05:50;65
